batch_characters,iteration,model,latency_ns
8,1298,structured_50,387800
8,1299,structured_50,358400
8,1299,dense,459300
8,1300,dense,455100
8,1300,structured_50,351200
8,1301,structured_50,341100
8,1301,dense,418400
8,1302,dense,446200
8,1302,structured_50,356300
8,1303,structured_50,341200
8,1303,dense,420000
8,1304,dense,413000
8,1304,structured_50,360000
8,1305,structured_50,344800
8,1305,dense,419800
8,1306,dense,417100
8,1306,structured_50,339400
8,1307,structured_50,359300
8,1307,dense,461800
8,1308,dense,507900
8,1308,structured_50,356200
8,1309,structured_50,343900
8,1309,dense,444600
8,1310,dense,561200
8,1310,structured_50,503600
8,1311,structured_50,967100
8,1311,dense,524900
8,1312,dense,474300
8,1312,structured_50,364200
8,1313,structured_50,380100
8,1313,dense,435900
8,1314,dense,449400
8,1314,structured_50,380700
8,1315,structured_50,346200
8,1315,dense,454400
8,1316,dense,432200
8,1316,structured_50,342400
8,1317,structured_50,337100
8,1317,dense,441200
8,1318,dense,462500
8,1318,structured_50,379200
8,1319,structured_50,359300
8,1319,dense,433200
8,1320,dense,437000
8,1320,structured_50,358100
8,1321,structured_50,341600
8,1321,dense,424200
8,1322,dense,423200
8,1322,structured_50,363700
8,1323,structured_50,580200
8,1323,dense,823800
8,1324,dense,660600
8,1324,structured_50,501800
8,1325,structured_50,375300
8,1325,dense,463900
8,1326,dense,455400
8,1326,structured_50,368800
8,1327,structured_50,348500
8,1327,dense,424000
8,1328,dense,422200
8,1328,structured_50,734800
8,1329,structured_50,378100
8,1329,dense,460400
8,1330,dense,434400
8,1330,structured_50,378500
8,1331,structured_50,350000
8,1331,dense,415700
8,1332,dense,414700
8,1332,structured_50,347800
8,1333,structured_50,374900
8,1333,dense,433500
8,1334,dense,423700
8,1334,structured_50,347500
8,1335,structured_50,362300
8,1335,dense,445600
8,1336,dense,692700
8,1336,structured_50,500400
8,1337,structured_50,456200
8,1337,dense,555000
8,1338,dense,458100
8,1338,structured_50,358800
8,1339,structured_50,344100
8,1339,dense,464400
8,1340,dense,462100
8,1340,structured_50,385300
8,1341,structured_50,363500
8,1341,dense,429000
8,1342,dense,453700
8,1342,structured_50,354400
8,1343,structured_50,372200
8,1343,dense,454900
8,1344,dense,456700
8,1344,structured_50,369500
8,1345,structured_50,348400
8,1345,dense,425100
8,1346,dense,458000
8,1346,structured_50,451200
8,1347,structured_50,393500
8,1347,dense,693000
8,1348,dense,1190800
8,1348,structured_50,586700
8,1349,structured_50,392700
8,1349,dense,463700
8,1350,dense,474400
8,1350,structured_50,390200
8,1351,structured_50,375500
8,1351,dense,426400
8,1352,dense,445600
8,1352,structured_50,372600
8,1353,structured_50,345100
8,1353,dense,419200
8,1354,dense,416000
8,1354,structured_50,336600
8,1355,structured_50,367600
8,1355,dense,426300
8,1356,dense,423000
8,1356,structured_50,337100
8,1357,structured_50,335700
8,1357,dense,446600
8,1358,dense,420400
8,1358,structured_50,341600
8,1359,structured_50,334200
8,1359,dense,413400
8,1360,dense,492600
8,1360,structured_50,363200
8,1361,structured_50,669700
8,1361,dense,457900
8,1362,dense,472800
8,1362,structured_50,402700
8,1363,structured_50,364900
8,1363,dense,457100
8,1364,dense,427400
8,1364,structured_50,418100
8,1365,structured_50,378500
8,1365,dense,446500
8,1366,dense,436300
8,1366,structured_50,342400
8,1367,structured_50,337900
8,1367,dense,438900
8,1368,dense,454500
8,1368,structured_50,377100
8,1369,structured_50,350500
8,1369,dense,415900
8,1370,dense,454400
8,1370,structured_50,354800
8,1371,structured_50,339800
8,1371,dense,419800
8,1372,dense,431600
8,1372,structured_50,376300
8,1373,structured_50,350900
8,1373,dense,416500
8,1374,dense,456600
8,1374,structured_50,531300
8,1375,structured_50,529900
8,1375,dense,483500
8,1376,dense,437500
8,1376,structured_50,348300
8,1377,structured_50,344400
8,1377,dense,417300
8,1378,dense,448800
8,1378,structured_50,346400
8,1379,structured_50,338600
8,1379,dense,414200
8,1380,dense,418600
8,1380,structured_50,363600
8,1381,structured_50,341700
8,1381,dense,420400
8,1382,dense,416100
8,1382,structured_50,335000
8,1383,structured_50,365900
8,1383,dense,416900
8,1384,dense,419700
8,1384,structured_50,340100
8,1385,structured_50,337500
8,1385,dense,440000
8,1386,dense,429000
8,1386,structured_50,339000
8,1387,structured_50,332600
8,1387,dense,427400
8,1388,dense,765400
8,1388,structured_50,394000
8,1389,structured_50,375100
8,1389,dense,408600
8,1390,dense,431600
8,1390,structured_50,340400
8,1391,structured_50,329500
8,1391,dense,400600
8,1392,dense,396100
8,1392,structured_50,344400
8,1393,structured_50,355800
8,1393,dense,423300
8,1394,dense,409100
8,1394,structured_50,726600
8,1395,structured_50,671800
8,1395,dense,782800
8,1396,dense,1202600
8,1396,structured_50,1130300
8,1397,structured_50,1660300
8,1397,dense,1238200
8,1398,dense,776300
8,1398,structured_50,634800
8,1399,structured_50,543700
8,1399,dense,680400
8,1400,dense,685900
8,1400,structured_50,490700
8,1401,structured_50,471400
8,1401,dense,572200
8,1402,dense,619300
8,1402,structured_50,461700
8,1403,structured_50,428600
8,1403,dense,542800
8,1404,dense,531300
8,1404,structured_50,423700
8,1405,structured_50,451000
8,1405,dense,528500
8,1406,dense,526600
8,1406,structured_50,616800
8,1407,structured_50,471500
8,1407,dense,517500
8,1408,dense,462600
8,1408,structured_50,373000
8,1409,structured_50,363800
8,1409,dense,479000
8,1410,dense,472500
8,1410,structured_50,362100
8,1411,structured_50,346600
8,1411,dense,521800
8,1412,dense,459500
8,1412,structured_50,360000
8,1413,structured_50,345100
8,1413,dense,422400
8,1414,dense,416700
8,1414,structured_50,364900
8,1415,structured_50,338100
8,1415,dense,412900
8,1416,dense,427600
8,1416,structured_50,338700
8,1417,structured_50,356800
8,1417,dense,413400
8,1418,dense,412600
8,1418,structured_50,333500
8,1419,structured_50,332100
8,1419,dense,450800
8,1420,dense,759200
8,1420,structured_50,396000
8,1421,structured_50,349900
8,1421,dense,454200
8,1422,dense,456400
8,1422,structured_50,353300
8,1423,structured_50,340300
8,1423,dense,414200
8,1424,dense,442900
8,1424,structured_50,377400
8,1425,structured_50,357300
8,1425,dense,454500
8,1426,dense,424200
8,1426,structured_50,342300
8,1427,structured_50,371100
8,1427,dense,425700
8,1428,dense,418300
8,1428,structured_50,340300
8,1429,structured_50,337100
8,1429,dense,442600
8,1430,dense,433700
8,1430,structured_50,345600
8,1431,structured_50,363800
8,1431,dense,437500
8,1432,dense,445800
8,1432,structured_50,371600
8,1433,structured_50,364600
8,1433,dense,681300
8,1434,dense,483000
8,1434,structured_50,391500
8,1435,structured_50,393800
8,1435,dense,448400
8,1436,dense,460700
8,1436,structured_50,359800
8,1437,structured_50,348300
8,1437,dense,459500
8,1438,dense,431200
8,1438,structured_50,386000
8,1439,structured_50,360800
8,1439,dense,443600
8,1440,dense,435600
8,1440,structured_50,347100
8,1441,structured_50,359800
8,1441,dense,442600
8,1442,dense,435900
8,1442,structured_50,353600
8,1443,structured_50,337000
8,1443,dense,418800
8,1444,dense,445500
8,1444,structured_50,351900
8,1445,structured_50,337000
8,1445,dense,414300
8,1446,dense,421400
8,1446,structured_50,378300
8,1447,structured_50,729200
8,1447,dense,458500
8,1448,dense,433600
8,1448,structured_50,348600
8,1449,structured_50,377600
8,1449,dense,424800
8,1450,dense,517600
8,1450,structured_50,354400
8,1451,structured_50,340700
8,1451,dense,460300
8,1452,dense,428000
8,1452,structured_50,343700
8,1453,structured_50,338900
8,1453,dense,413900
8,1454,dense,451500
8,1454,structured_50,353600
8,1455,structured_50,337800
8,1455,dense,418500
8,1456,dense,421200
8,1456,structured_50,371500
8,1457,structured_50,348100
8,1457,dense,420000
8,1458,dense,413400
8,1458,structured_50,338900
8,1459,structured_50,361300
8,1459,dense,501300
8,1460,dense,909600
8,1460,structured_50,422500
8,1461,structured_50,380100
8,1461,dense,455500
8,1462,dense,412800
8,1462,structured_50,332700
8,1463,structured_50,320600
8,1463,dense,397500
8,1464,dense,419700
8,1464,structured_50,333800
8,1465,structured_50,330600
8,1465,dense,413400
8,1466,dense,400000
8,1466,structured_50,321900
8,1467,structured_50,352500
8,1467,dense,397200
8,1468,dense,400400
8,1468,structured_50,330700
8,1469,structured_50,328800
8,1469,dense,429800
8,1470,dense,465900
8,1470,structured_50,384900
8,1471,structured_50,352200
8,1471,dense,491000
8,1472,dense,535100
8,1472,structured_50,402400
8,1473,structured_50,393400
8,1473,dense,472500
8,1474,dense,851900
8,1474,structured_50,481400
8,1475,structured_50,449800
8,1475,dense,504100
8,1476,dense,501600
8,1476,structured_50,411600
8,1477,structured_50,405200
8,1477,dense,508800
8,1478,dense,505800
8,1478,structured_50,407000
8,1479,structured_50,430500
8,1479,dense,504700
8,1480,dense,521000
8,1480,structured_50,402400
8,1481,structured_50,390400
8,1481,dense,487500
8,1482,dense,515700
8,1482,structured_50,405300
8,1483,structured_50,404100
8,1483,dense,479900
8,1484,dense,484600
8,1484,structured_50,428000
8,1485,structured_50,413800
8,1485,dense,642900
8,1486,dense,505600
8,1486,structured_50,437200
8,1487,structured_50,539400
8,1487,dense,492500
8,1488,dense,479500
8,1488,structured_50,420400
8,1489,structured_50,396100
8,1489,dense,474800
8,1490,dense,476400
8,1490,structured_50,413300
8,1491,structured_50,391200
8,1491,dense,478800
8,1492,dense,472400
8,1492,structured_50,381200
8,1493,structured_50,404400
8,1493,dense,457100
8,1494,dense,449000
8,1494,structured_50,364900
8,1495,structured_50,368600
8,1495,dense,470000
8,1496,dense,466300
8,1496,structured_50,374800
8,1497,structured_50,357400
8,1497,dense,438000
8,1498,dense,759000
8,1498,structured_50,400900
8,1499,structured_50,366600
8,1499,dense,458400
8,1500,dense,454500
8,1500,structured_50,356700
8,1501,structured_50,343000
8,1501,dense,416800
8,1502,dense,429400
8,1502,structured_50,360800
8,1503,structured_50,348500
8,1503,dense,425600
8,1504,dense,418700
8,1504,structured_50,344500
8,1505,structured_50,367500
8,1505,dense,583900
8,1506,dense,815300
8,1506,structured_50,725300
8,1507,structured_50,681400
8,1507,dense,764200
8,1508,dense,774700
8,1508,structured_50,735500
8,1509,structured_50,733300
8,1509,dense,516400
8,1510,dense,453900
8,1510,structured_50,386700
8,1511,structured_50,402900
8,1511,dense,441400
8,1512,dense,453600
8,1512,structured_50,351900
8,1513,structured_50,366500
8,1513,dense,456300
8,1514,dense,456700
8,1514,structured_50,371300
8,1515,structured_50,348100
8,1515,dense,454100
8,1516,dense,462800
8,1516,structured_50,379600
8,1517,structured_50,354000
8,1517,dense,424700
8,1518,dense,467900
8,1518,structured_50,394500
8,1519,structured_50,360800
8,1519,dense,418600
8,1520,dense,457600
8,1520,structured_50,397800
8,1521,structured_50,371800
8,1521,dense,828100
8,1522,dense,552100
8,1522,structured_50,368200
8,1523,structured_50,381000
8,1523,dense,424400
8,1524,dense,425600
8,1524,structured_50,341400
8,1525,structured_50,344400
8,1525,dense,451600
8,1526,dense,420600
8,1526,structured_50,342300
8,1527,structured_50,336200
8,1527,dense,414800
8,1528,dense,445600
8,1528,structured_50,347200
8,1529,structured_50,342300
8,1529,dense,419900
8,1530,dense,415200
8,1530,structured_50,360900
8,1531,structured_50,345000
8,1531,dense,443500
8,1532,dense,422100
8,1532,structured_50,341500
8,1533,structured_50,365400
8,1533,dense,419300
8,1534,dense,669200
8,1534,structured_50,715100
8,1535,structured_50,418900
8,1535,dense,443500
8,1536,dense,428300
8,1536,structured_50,374800
8,1537,structured_50,351000
8,1537,dense,421300
8,1538,dense,417500
8,1538,structured_50,338600
8,1539,structured_50,349500
8,1539,dense,433500
8,1540,dense,466800
8,1540,structured_50,346400
8,1541,structured_50,337100
8,1541,dense,429600
8,1542,dense,434100
8,1542,structured_50,346700
8,1543,structured_50,340500
8,1543,dense,414100
8,1544,dense,434300
8,1544,structured_50,357600
8,1545,structured_50,340000
8,1545,dense,417000
8,1546,dense,416800
8,1546,structured_50,336900
8,1547,structured_50,373100
8,1547,dense,504800
8,1548,dense,807200
8,1548,structured_50,413500
8,1549,structured_50,352800
8,1549,dense,427000
8,1550,dense,447100
8,1550,structured_50,361700
8,1551,structured_50,347900
8,1551,dense,420600
8,1552,dense,419700
8,1552,structured_50,347300
8,1553,structured_50,366400
8,1553,dense,419800
8,1554,dense,419800
8,1554,structured_50,336700
8,1555,structured_50,337100
8,1555,dense,438700
8,1556,dense,417700
8,1556,structured_50,337600
8,1557,structured_50,341600
8,1557,dense,436100
8,1558,dense,434800
8,1558,structured_50,350600
8,1559,structured_50,336000
8,1559,dense,639200
8,1560,dense,443500
8,1560,structured_50,353700
8,1561,structured_50,726000
8,1561,dense,885800
8,1562,dense,462000
8,1562,structured_50,360500
8,1563,structured_50,375100
8,1563,dense,438600
8,1564,dense,419200
8,1564,structured_50,351700
8,1565,structured_50,336700
8,1565,dense,437800
8,1566,dense,423500
8,1566,structured_50,356000
8,1567,structured_50,351800
8,1567,dense,412800
8,1568,dense,448900
8,1568,structured_50,348500
8,1569,structured_50,342100
8,1569,dense,412100
8,1570,dense,479700
8,1570,structured_50,371300
8,1571,structured_50,347800
8,1571,dense,430400
8,1572,dense,423300
8,1572,structured_50,337900
8,1573,structured_50,333900
8,1573,dense,493300
8,1574,dense,899900
8,1574,structured_50,448700
8,1575,structured_50,383800
8,1575,dense,433200
8,1576,dense,444200
8,1576,structured_50,363600
8,1577,structured_50,344900
8,1577,dense,417100
8,1578,dense,422700
8,1578,structured_50,345300
8,1579,structured_50,372700
8,1579,dense,832800
8,1580,dense,445700
8,1580,structured_50,352800
8,1581,structured_50,340300
8,1581,dense,454700
8,1582,dense,424200
8,1582,structured_50,344100
8,1583,structured_50,339100
8,1583,dense,414300
8,1584,dense,450500
8,1584,structured_50,345400
8,1585,structured_50,338900
8,1585,dense,412700
8,1586,dense,415500
8,1586,structured_50,533100
8,1587,structured_50,729600
8,1587,dense,474700
8,1588,dense,455700
8,1588,structured_50,349500
8,1589,structured_50,361100
8,1589,dense,437300
8,1590,dense,419100
8,1590,structured_50,346200
8,1591,structured_50,337600
8,1591,dense,433800
8,1592,dense,437800
8,1592,structured_50,344000
8,1593,structured_50,345400
8,1593,dense,419100
8,1594,dense,433600
8,1594,structured_50,356900
8,1595,structured_50,339600
8,1595,dense,413500
8,1596,dense,415000
8,1596,structured_50,343600
8,1597,structured_50,387700
8,1597,dense,416700
8,1598,dense,420600
8,1598,structured_50,337800
8,1599,structured_50,416700
8,1599,dense,447100
8,1600,dense,448300
8,1600,structured_50,350300
8,1601,structured_50,522100
8,1601,dense,500800
8,1602,dense,440900
8,1602,structured_50,358000
8,1603,structured_50,366200
8,1603,dense,417400
8,1604,dense,443800
8,1604,structured_50,350600
8,1605,structured_50,340800
8,1605,dense,421400
8,1606,dense,414700
8,1606,structured_50,353500
8,1607,structured_50,350500
8,1607,dense,415000
8,1608,dense,414800
8,1608,structured_50,338700
8,1609,structured_50,340000
8,1609,dense,442800
8,1610,dense,422700
8,1610,structured_50,340100
8,1611,structured_50,335300
8,1611,dense,418300
8,1612,dense,456000
8,1612,structured_50,342400
8,1613,structured_50,339900
8,1613,dense,410900
8,1614,dense,461100
8,1614,structured_50,885700
8,1615,structured_50,407100
8,1615,dense,454800
8,1616,dense,443300
8,1616,structured_50,443500
8,1617,structured_50,351000
8,1617,dense,450700
8,1618,dense,439600
8,1618,structured_50,346500
8,1619,structured_50,367900
8,1619,dense,437700
8,1620,dense,422000
8,1620,structured_50,338200
8,1621,structured_50,336700
8,1621,dense,439700
8,1622,dense,426200
8,1622,structured_50,349100
8,1623,structured_50,339600
8,1623,dense,416200
8,1624,dense,440200
8,1624,structured_50,349900
8,1625,structured_50,340500
8,1625,dense,419200
8,1626,dense,419800
8,1626,structured_50,351200
8,1627,structured_50,356600
8,1627,dense,435600
8,1628,dense,743900
8,1628,structured_50,452900
8,1629,structured_50,377500
8,1629,dense,455400
8,1630,dense,449000
8,1630,structured_50,366900
8,1631,structured_50,343700
8,1631,dense,422200
8,1632,dense,417700
8,1632,structured_50,342800
8,1633,structured_50,370800
8,1633,dense,420000
8,1634,dense,422700
8,1634,structured_50,340400
8,1635,structured_50,336600
8,1635,dense,440200
8,1636,dense,427400
8,1636,structured_50,346400
8,1637,structured_50,334700
8,1637,dense,704100
8,1638,dense,761000
8,1638,structured_50,662400
8,1639,structured_50,628900
8,1639,dense,1004600
8,1640,dense,628600
8,1640,structured_50,388700
8,1641,structured_50,370500
