batch_characters,iteration,model,latency_ns
8,691,dense,419000
8,692,dense,417600
8,692,structured_50,368800
8,693,structured_50,343000
8,693,dense,762500
8,694,dense,513500
8,694,structured_50,358100
8,695,structured_50,340100
8,695,dense,431600
8,696,dense,436800
8,696,structured_50,344900
8,697,structured_50,345600
8,697,dense,417000
8,698,dense,415200
8,698,structured_50,369500
8,699,structured_50,340100
8,699,dense,420500
8,700,dense,421400
8,700,structured_50,371100
8,701,structured_50,722100
8,701,dense,446100
8,702,dense,434400
8,702,structured_50,346800
8,703,structured_50,374000
8,703,dense,438100
8,704,dense,425300
8,704,structured_50,338200
8,705,structured_50,341000
8,705,dense,438700
8,706,dense,429000
8,706,structured_50,346400
8,707,structured_50,336500
8,707,dense,412000
8,708,dense,437800
8,708,structured_50,350000
8,709,structured_50,337600
8,709,dense,419600
8,710,dense,419500
8,710,structured_50,350500
8,711,structured_50,352000
8,711,dense,421700
8,712,dense,421400
8,712,structured_50,339500
8,713,structured_50,457700
8,713,dense,528500
8,714,dense,850700
8,714,structured_50,630100
8,715,structured_50,398000
8,715,dense,442600
8,716,dense,427400
8,716,structured_50,343400
8,717,structured_50,336300
8,717,dense,444800
8,718,dense,432100
8,718,structured_50,341600
8,719,structured_50,341600
8,719,dense,419700
8,720,dense,443000
8,720,structured_50,343500
8,721,structured_50,343900
8,721,dense,414300
8,722,dense,415200
8,722,structured_50,358700
8,723,structured_50,354700
8,723,dense,416100
8,724,dense,419900
8,724,structured_50,339000
8,725,structured_50,335900
8,725,dense,485600
8,726,dense,423200
8,726,structured_50,341600
8,727,structured_50,619300
8,727,dense,811300
8,728,dense,491800
8,728,structured_50,347000
8,729,structured_50,334100
8,729,dense,434200
8,730,dense,413600
8,730,structured_50,330900
8,731,structured_50,335600
8,731,dense,925500
8,732,dense,453700
8,732,structured_50,384100
8,733,structured_50,349900
8,733,dense,454800
8,734,dense,428300
8,734,structured_50,341700
8,735,structured_50,338200
8,735,dense,419300
8,736,dense,512300
8,736,structured_50,368100
8,737,structured_50,347600
8,737,dense,442500
8,738,dense,430800
8,738,structured_50,380700
8,739,structured_50,349100
8,739,dense,1477300
8,740,dense,591100
8,740,structured_50,399200
8,741,structured_50,363100
8,741,dense,470800
8,742,dense,437200
8,742,structured_50,354300
8,743,structured_50,346700
8,743,dense,419300
8,744,dense,448300
8,744,structured_50,350800
8,745,structured_50,339800
8,745,dense,415500
8,746,dense,418200
8,746,structured_50,353300
8,747,structured_50,354700
8,747,dense,418900
8,748,dense,422200
8,748,structured_50,425300
8,749,structured_50,597100
8,749,dense,628600
8,750,dense,617400
8,750,structured_50,520900
8,751,structured_50,724000
8,751,dense,1032500
8,752,dense,471800
8,752,structured_50,368500
8,753,structured_50,376900
8,753,dense,434700
8,754,dense,421600
8,754,structured_50,346100
8,755,structured_50,337800
8,755,dense,439600
8,756,dense,428100
8,756,structured_50,341000
8,757,structured_50,343100
8,757,dense,416100
8,758,dense,490500
8,758,structured_50,368500
8,759,structured_50,343100
8,759,dense,415800
8,760,dense,422700
8,760,structured_50,387700
8,761,structured_50,372200
8,761,dense,436400
8,762,dense,421900
8,762,structured_50,339600
8,763,structured_50,352400
8,763,dense,1032200
8,764,dense,856900
8,764,structured_50,405100
8,765,structured_50,472400
8,765,dense,516300
8,766,dense,474900
8,766,structured_50,389000
8,767,structured_50,416300
8,767,dense,466200
8,768,dense,444600
8,768,structured_50,363200
8,769,structured_50,354100
8,769,dense,548800
8,770,dense,450000
8,770,structured_50,413800
8,771,structured_50,349600
8,771,dense,462500
8,772,dense,437100
8,772,structured_50,343700
8,773,structured_50,337100
8,773,dense,426600
8,774,dense,432300
8,774,structured_50,381200
8,775,structured_50,337900
8,775,dense,474800
8,776,dense,447600
8,776,structured_50,729700
8,777,structured_50,621300
8,777,dense,479400
8,778,dense,446100
8,778,structured_50,370700
8,779,structured_50,389700
8,779,dense,478700
8,780,dense,442800
8,780,structured_50,347000
8,781,structured_50,349300
8,781,dense,451200
8,782,dense,429600
8,782,structured_50,345300
8,783,structured_50,373100
8,783,dense,456700
8,784,dense,584200
8,784,structured_50,372400
8,785,structured_50,347800
8,785,dense,429600
8,786,dense,455400
8,786,structured_50,612800
8,787,structured_50,433300
8,787,dense,571300
8,788,dense,1224800
8,788,structured_50,528100
8,789,structured_50,422200
8,789,dense,477600
8,790,dense,544500
8,790,structured_50,370700
8,791,structured_50,344300
8,791,dense,424200
8,792,dense,416300
8,792,structured_50,743600
8,793,structured_50,668800
8,793,dense,773500
8,794,dense,798200
8,794,structured_50,685300
8,795,structured_50,742700
8,795,dense,867600
8,796,dense,876900
8,796,structured_50,721400
8,797,structured_50,725700
8,797,dense,770100
8,798,dense,519300
8,798,structured_50,422300
8,799,structured_50,402300
8,799,dense,531600
8,800,dense,489400
8,800,structured_50,392800
8,801,structured_50,384500
8,801,dense,847400
8,802,dense,925500
8,802,structured_50,1019800
8,803,structured_50,1043400
8,803,dense,596500
8,804,dense,484100
8,804,structured_50,421700
8,805,structured_50,416600
8,805,dense,504200
8,806,dense,857700
8,806,structured_50,687000
8,807,structured_50,483800
8,807,dense,505700
8,808,dense,491900
8,808,structured_50,395400
8,809,structured_50,404200
8,809,dense,478200
8,810,dense,483000
8,810,structured_50,379800
8,811,structured_50,368300
8,811,dense,438700
8,812,dense,430100
8,812,structured_50,389600
8,813,structured_50,352800
8,813,dense,431800
8,814,dense,427800
8,814,structured_50,349000
8,815,structured_50,381400
8,815,dense,436000
8,816,dense,426500
8,816,structured_50,688800
8,817,structured_50,497600
8,817,dense,1246500
8,818,dense,590400
8,818,structured_50,414200
8,819,structured_50,381100
8,819,dense,519200
8,820,dense,447100
8,820,structured_50,364900
8,821,structured_50,347300
8,821,dense,425100
8,822,dense,448500
8,822,structured_50,350900
8,823,structured_50,347000
8,823,dense,424000
8,824,dense,419600
8,824,structured_50,378100
8,825,structured_50,350700
8,825,dense,416500
8,826,dense,420100
8,826,structured_50,335700
8,827,structured_50,370200
8,827,dense,424700
8,828,dense,420500
8,828,structured_50,339900
8,829,structured_50,341900
8,829,dense,439700
8,830,dense,432800
8,830,structured_50,366900
8,831,structured_50,352600
8,831,dense,434000
8,832,dense,461800
8,832,structured_50,357400
8,833,structured_50,345000
8,833,dense,419200
8,834,dense,432400
8,834,structured_50,367800
8,835,structured_50,339900
8,835,dense,414100
8,836,dense,445400
8,836,structured_50,402800
8,837,structured_50,454400
8,837,dense,429200
8,838,dense,420100
8,838,structured_50,346400
8,839,structured_50,334700
8,839,dense,452600
8,840,dense,419200
8,840,structured_50,339300
8,841,structured_50,336000
8,841,dense,415200
8,842,dense,457900
8,842,structured_50,348300
8,843,structured_50,336600
8,843,dense,408700
8,844,dense,414300
8,844,structured_50,369100
8,845,structured_50,679800
8,845,dense,493700
8,846,dense,446200
8,846,structured_50,355500
8,847,structured_50,383000
8,847,dense,429900
8,848,dense,428600
8,848,structured_50,342800
8,849,structured_50,352100
8,849,dense,448200
8,850,dense,430700
8,850,structured_50,344100
8,851,structured_50,356800
8,851,dense,419700
8,852,dense,447300
8,852,structured_50,352000
8,853,structured_50,348500
8,853,dense,423000
8,854,dense,416600
8,854,structured_50,365300
8,855,structured_50,346500
8,855,dense,419000
8,856,dense,670400
8,856,structured_50,393000
8,857,structured_50,352600
8,857,dense,904200
8,858,dense,790000
8,858,structured_50,383300
8,859,structured_50,386700
8,859,dense,450900
8,860,dense,495200
8,860,structured_50,390200
8,861,structured_50,382000
8,861,dense,467800
8,862,dense,514900
8,862,structured_50,374700
8,863,structured_50,355400
8,863,dense,422300
8,864,dense,421400
8,864,structured_50,366900
8,865,structured_50,350500
8,865,dense,416900
8,866,dense,432000
8,866,structured_50,344500
8,867,structured_50,338900
8,867,dense,449900
8,868,dense,420600
8,868,structured_50,338400
8,869,structured_50,340400
8,869,dense,528900
8,870,dense,445700
8,870,structured_50,739100
8,871,structured_50,379900
8,871,dense,463900
8,872,dense,430000
8,872,structured_50,383600
8,873,structured_50,351800
8,873,dense,417500
8,874,dense,419100
8,874,structured_50,341300
8,875,structured_50,394800
8,875,dense,435000
8,876,dense,420700
8,876,structured_50,344100
8,877,structured_50,337200
8,877,dense,439400
8,878,dense,426700
8,878,structured_50,346700
8,879,structured_50,368300
8,879,dense,448200
8,880,dense,497900
8,880,structured_50,396400
8,881,structured_50,386700
8,881,dense,468200
8,882,dense,492200
8,882,structured_50,408200
8,883,structured_50,395500
8,883,dense,896500
8,884,dense,542600
8,884,structured_50,415000
8,885,structured_50,398700
8,885,dense,518300
8,886,dense,483600
8,886,structured_50,420000
8,887,structured_50,380400
8,887,dense,490900
8,888,dense,470200
8,888,structured_50,385900
8,889,structured_50,384900
8,889,dense,472400
8,890,dense,509600
8,890,structured_50,393000
8,891,structured_50,386800
8,891,dense,478300
8,892,dense,504600
8,892,structured_50,393900
8,893,structured_50,561100
8,893,dense,499400
8,894,dense,489000
8,894,structured_50,438800
8,895,structured_50,429700
8,895,dense,536200
8,896,dense,486100
8,896,structured_50,432100
8,897,structured_50,398200
8,897,dense,479200
8,898,dense,477300
8,898,structured_50,387700
8,899,structured_50,416700
8,899,dense,476100
8,900,dense,474600
8,900,structured_50,382000
8,901,structured_50,404300
8,901,dense,501100
8,902,dense,469000
8,902,structured_50,375600
8,903,structured_50,373500
8,903,dense,489000
8,904,dense,459600
8,904,structured_50,376300
8,905,structured_50,363100
8,905,dense,447300
8,906,dense,482800
8,906,structured_50,371900
8,907,structured_50,368700
8,907,dense,446500
8,908,dense,483500
8,908,structured_50,404400
8,909,structured_50,376300
8,909,dense,449700
8,910,dense,445500
8,910,structured_50,383100
8,911,structured_50,374000
8,911,dense,437800
8,912,dense,437600
8,912,structured_50,356400
8,913,structured_50,370100
8,913,dense,458100
8,914,dense,456400
8,914,structured_50,362500
8,915,structured_50,360400
8,915,dense,485000
8,916,dense,458300
8,916,structured_50,368300
8,917,structured_50,361300
8,917,dense,443200
8,918,dense,466200
8,918,structured_50,364200
8,919,structured_50,360300
8,919,dense,432800
8,920,dense,436300
8,920,structured_50,464200
8,921,structured_50,1139300
8,921,dense,676000
8,922,dense,463700
8,922,structured_50,391400
8,923,structured_50,375900
8,923,dense,436500
8,924,dense,433100
8,924,structured_50,354100
8,925,structured_50,370000
8,925,dense,442100
8,926,dense,420600
8,926,structured_50,341500
8,927,structured_50,344200
8,927,dense,427500
8,928,dense,462200
8,928,structured_50,346900
8,929,structured_50,347600
8,929,dense,427900
8,930,dense,432100
8,930,structured_50,373500
8,931,structured_50,350400
8,931,dense,424200
8,932,dense,423600
8,932,structured_50,344900
8,933,structured_50,536400
8,933,dense,1231600
8,934,dense,506200
8,934,structured_50,373300
8,935,structured_50,362300
8,935,dense,462000
8,936,dense,426700
8,936,structured_50,349000
8,937,structured_50,342900
8,937,dense,446800
8,938,dense,501100
8,938,structured_50,352600
8,939,structured_50,357100
8,939,dense,425400
8,940,dense,438600
8,940,structured_50,385500
8,941,structured_50,348000
8,941,dense,416800
8,942,dense,418600
8,942,structured_50,343200
8,943,structured_50,368800
8,943,dense,421100
8,944,dense,423100
8,944,structured_50,340900
8,945,structured_50,334400
8,945,dense,470000
8,946,dense,442200
8,946,structured_50,801100
8,947,structured_50,401700
8,947,dense,467800
8,948,dense,433600
8,948,structured_50,375800
8,949,structured_50,350700
8,949,dense,419600
8,950,dense,422300
8,950,structured_50,342300
8,951,structured_50,356200
8,951,dense,439600
8,952,dense,427600
8,952,structured_50,353700
8,953,structured_50,345400
8,953,dense,433600
8,954,dense,433600
8,954,structured_50,344300
8,955,structured_50,343400
8,955,dense,415000
8,956,dense,435700
8,956,structured_50,360500
8,957,structured_50,469500
8,957,dense,551500
8,958,dense,442300
8,958,structured_50,449600
8,959,structured_50,606900
8,959,dense,924700
8,960,dense,494500
8,960,structured_50,370200
8,961,structured_50,354500
8,961,dense,459500
8,962,dense,434900
8,962,structured_50,345600
8,963,structured_50,342500
8,963,dense,422500
8,964,dense,449900
8,964,structured_50,364800
8,965,structured_50,343800
8,965,dense,415400
8,966,dense,422500
8,966,structured_50,363800
8,967,structured_50,343700
8,967,dense,420400
8,968,dense,414200
8,968,structured_50,337700
8,969,structured_50,354600
8,969,dense,443200
8,970,dense,419000
8,970,structured_50,345800
8,971,structured_50,336100
8,971,dense,425000
8,972,dense,1097000
8,972,structured_50,409400
8,973,structured_50,377500
8,973,dense,428600
8,974,dense,447900
8,974,structured_50,377000
8,975,structured_50,343500
8,975,dense,421500
8,976,dense,415700
8,976,structured_50,364300
8,977,structured_50,362000
8,977,dense,423800
8,978,dense,414400
8,978,structured_50,354900
8,979,structured_50,348900
8,979,dense,448500
8,980,dense,420100
8,980,structured_50,341800
8,981,structured_50,338000
8,981,dense,413700
8,982,dense,443900
8,982,structured_50,347900
8,983,structured_50,337500
8,983,dense,426900
8,984,dense,430600
8,984,structured_50,366900
8,985,structured_50,452400
8,985,dense,1038000
8,986,dense,459500
8,986,structured_50,370300
8,987,structured_50,354700
8,987,dense,524100
8,988,dense,564400
8,988,structured_50,521600
8,989,structured_50,579800
8,989,dense,817700
8,990,dense,698100
8,990,structured_50,547100
8,991,structured_50,523400
8,991,dense,802800
8,992,dense,791200
8,992,structured_50,1907600
8,993,structured_50,2244100
8,993,dense,2196500
8,994,dense,1080800
8,994,structured_50,2864800
8,995,structured_50,595800
8,995,dense,704800
8,996,dense,1305300
8,996,structured_50,2295200
8,997,structured_50,917900
8,997,dense,559000
8,998,dense,529800
8,998,structured_50,457300
8,999,structured_50,420600
8,999,dense,498200
8,1000,dense,487200
8,1000,structured_50,392800
8,1001,structured_50,426400
8,1001,dense,480100
8,1002,dense,469500
8,1002,structured_50,393500
8,1003,structured_50,398900
8,1003,dense,486600
8,1004,dense,474800
8,1004,structured_50,382800
8,1005,structured_50,380900
8,1005,dense,497800
8,1006,dense,668200
8,1006,structured_50,1670600
8,1007,structured_50,980300
8,1007,dense,1129700
8,1008,dense,1142800
8,1008,structured_50,1592900
8,1009,structured_50,460500
8,1009,dense,491200
8,1010,dense,462600
8,1010,structured_50,420400
8,1011,structured_50,377800
8,1011,dense,452100
8,1012,dense,444900
8,1012,structured_50,360600
8,1013,structured_50,393600
8,1013,dense,471900
8,1014,dense,450500
8,1014,structured_50,391700
8,1015,structured_50,402600
8,1015,dense,465300
8,1016,dense,471800
8,1016,structured_50,364200
8,1017,structured_50,365900
8,1017,dense,511900
8,1018,dense,476500
8,1018,structured_50,368900
8,1019,structured_50,356700
8,1019,dense,441400
8,1020,dense,481100
8,1020,structured_50,392100
8,1021,structured_50,374000
8,1021,dense,497600
8,1022,dense,526100
8,1022,structured_50,431000
8,1023,structured_50,401500
8,1023,dense,492500
8,1024,dense,532200
8,1024,structured_50,448500
8,1025,structured_50,426000
8,1025,dense,519200
8,1026,dense,542400
8,1026,structured_50,500800
8,1027,structured_50,1131200
8,1027,dense,619700
8,1028,dense,542700
8,1028,structured_50,473300
8,1029,structured_50,425800
8,1029,dense,511200
8,1030,dense,507700
8,1030,structured_50,447800
8,1031,structured_50,414300
8,1031,dense,510400
8,1032,dense,513300
8,1032,structured_50,450500
8,1033,structured_50,439500
8,1033,dense,524100
8,1034,dense,516700
8,1034,structured_50,480600
8,1035,structured_50,446100
8,1035,dense,521000
8,1036,dense,522900
8,1036,structured_50,507400
8,1037,structured_50,472500
8,1037,dense,1086600
8,1038,dense,750600
8,1038,structured_50,464900
8,1039,structured_50,448900
8,1039,dense,524800
8,1040,dense,510000
8,1040,structured_50,415200
8,1041,structured_50,632900
8,1041,dense,518800
8,1042,dense,521400
8,1042,structured_50,426500
8,1043,structured_50,453200
8,1043,dense,514100
8,1044,dense,511200
8,1044,structured_50,414500
8,1045,structured_50,444900
8,1045,dense,510000
8,1046,dense,504700
8,1046,structured_50,417400
8,1047,structured_50,434800
8,1047,dense,597300
8,1048,dense,641000
8,1048,structured_50,508900
8,1049,structured_50,471800
8,1049,dense,521000
8,1050,dense,510900
8,1050,structured_50,409500
8,1051,structured_50,436400
8,1051,dense,501200
8,1052,dense,493000
8,1052,structured_50,393100
8,1053,structured_50,412500
8,1053,dense,492700
8,1054,dense,481900
8,1054,structured_50,402600
8,1055,structured_50,383600
8,1055,dense,506900
8,1056,dense,487500
8,1056,structured_50,402100
8,1057,structured_50,398600
8,1057,dense,490900
8,1058,dense,504900
8,1058,structured_50,399100
8,1059,structured_50,386700
8,1059,dense,466200
8,1060,dense,532000
8,1060,structured_50,409300
8,1061,structured_50,394200
8,1061,dense,488500
8,1062,dense,498700
8,1062,structured_50,398800
8,1063,structured_50,386500
8,1063,dense,470000
8,1064,dense,477300
8,1064,structured_50,417300
8,1065,structured_50,386500
8,1065,dense,481500
8,1066,dense,466900
8,1066,structured_50,399100
8,1067,structured_50,399600
8,1067,dense,472000
8,1068,dense,479300
8,1068,structured_50,386600
8,1069,structured_50,416600
8,1069,dense,469900
8,1070,dense,474800
8,1070,structured_50,388900
8,1071,structured_50,370500
8,1071,dense,490200
8,1072,dense,467500
8,1072,structured_50,497100
8,1073,structured_50,802700
8,1073,dense,590900
8,1074,dense,592900
8,1074,structured_50,433000
8,1075,structured_50,396500
8,1075,dense,496800
8,1076,dense,494200
8,1076,structured_50,432000
8,1077,structured_50,399200
8,1077,dense,490200
8,1078,dense,508800
8,1078,structured_50,440100
8,1079,structured_50,395100
8,1079,dense,479600
8,1080,dense,471200
8,1080,structured_50,397200
8,1081,structured_50,421300
8,1081,dense,484300
8,1082,dense,457600
8,1082,structured_50,372400
8,1083,structured_50,392600
8,1083,dense,624000
8,1084,dense,519700
8,1084,structured_50,843900
8,1085,structured_50,483700
8,1085,dense,461100
8,1086,dense,443500
8,1086,structured_50,404600
8,1087,structured_50,365000
8,1087,dense,422900
8,1088,dense,421900
8,1088,structured_50,345700
8,1089,structured_50,364900
8,1089,dense,442100
8,1090,dense,424000
8,1090,structured_50,347700
8,1091,structured_50,337700
8,1091,dense,443900
8,1092,dense,436800
8,1092,structured_50,346600
8,1093,structured_50,343100
8,1093,dense,419400
8,1094,dense,453100
8,1094,structured_50,367500
8,1095,structured_50,348800
8,1095,dense,419100
8,1096,dense,439400
8,1096,structured_50,370300
8,1097,structured_50,365800
8,1097,dense,535700
8,1098,dense,483700
8,1098,structured_50,398300
8,1099,structured_50,416800
8,1099,dense,462600
8,1100,dense,445600
8,1100,structured_50,354800
8,1101,structured_50,347900
8,1101,dense,452100
8,1102,dense,421900
8,1102,structured_50,351200
8,1103,structured_50,344100
8,1103,dense,412500
8,1104,dense,458600
8,1104,structured_50,351400
8,1105,structured_50,337400
8,1105,dense,418600
8,1106,dense,442800
8,1106,structured_50,350300
8,1107,structured_50,343900
8,1107,dense,413600
8,1108,dense,414200
8,1108,structured_50,356500
8,1109,structured_50,367100
8,1109,dense,425500
8,1110,dense,436100
8,1110,structured_50,344800
8,1111,structured_50,356000
8,1111,dense,513600
8,1112,dense,448700
8,1112,structured_50,351000
8,1113,structured_50,344900
8,1113,dense,445700
8,1114,dense,447100
8,1114,structured_50,355700
8,1115,structured_50,347200
8,1115,dense,415700
8,1116,dense,431700
8,1116,structured_50,354900
8,1117,structured_50,341200
8,1117,dense,530100
8,1118,dense,432400
8,1118,structured_50,370400
8,1119,structured_50,352800
8,1119,dense,422000
8,1120,dense,423100
8,1120,structured_50,338600
8,1121,structured_50,335400
8,1121,dense,448900
8,1122,dense,422400
8,1122,structured_50,341400
8,1123,structured_50,345600
8,1123,dense,413600
8,1124,dense,480600
8,1124,structured_50,351300
8,1125,structured_50,633300
8,1125,dense,539800
8,1126,dense,451100
8,1126,structured_50,379700
8,1127,structured_50,376800
8,1127,dense,434400
8,1128,dense,425100
8,1128,structured_50,347500
8,1129,structured_50,343600
8,1129,dense,452400
8,1130,dense,430900
8,1130,structured_50,342800
8,1131,structured_50,338500
8,1131,dense,416000
8,1132,dense,445500
8,1132,structured_50,346100
8,1133,structured_50,336900
8,1133,dense,416200
8,1134,dense,414800
8,1134,structured_50,369200
8,1135,structured_50,340900
8,1135,dense,432200
8,1136,dense,451700
8,1136,structured_50,370500
8,1137,structured_50,532200
8,1137,dense,1544400
8,1138,dense,791100
8,1138,structured_50,435100
8,1139,structured_50,391300
8,1139,dense,506300
8,1140,dense,479200
8,1140,structured_50,419100
8,1141,structured_50,387100
8,1141,dense,499000
8,1142,dense,492900
8,1142,structured_50,433500
8,1143,structured_50,482800
8,1143,dense,555800
8,1144,dense,515300
8,1144,structured_50,470200
8,1145,structured_50,460800
8,1145,dense,756500
8,1146,dense,657300
8,1146,structured_50,567100
8,1147,structured_50,643000
8,1147,dense,741800
8,1148,dense,1100400
8,1148,structured_50,545000
8,1149,structured_50,505600
8,1149,dense,656800
8,1150,dense,625900
8,1150,structured_50,509500
8,1151,structured_50,544200
8,1151,dense,645300
8,1152,dense,637300
8,1152,structured_50,532000
8,1153,structured_50,534200
8,1153,dense,626900
8,1154,dense,622900
8,1154,structured_50,531800
8,1155,structured_50,499100
8,1155,dense,604600
8,1156,dense,625800
8,1156,structured_50,547300
8,1157,structured_50,751900
8,1157,dense,739700
8,1158,dense,633000
8,1158,structured_50,501700
8,1159,structured_50,474800
8,1159,dense,569300
8,1160,dense,590900
8,1160,structured_50,471500
8,1161,structured_50,449400
8,1161,dense,532900
8,1162,dense,557800
8,1162,structured_50,429600
8,1163,structured_50,417400
8,1163,dense,507300
8,1164,dense,531300
8,1164,structured_50,446600
8,1165,structured_50,413100
8,1165,dense,491900
8,1166,dense,487700
8,1166,structured_50,450000
8,1167,structured_50,436400
8,1167,dense,718500
8,1168,dense,570600
8,1168,structured_50,430000
8,1169,structured_50,399900
8,1169,dense,478600
8,1170,dense,483200
8,1170,structured_50,392500
8,1171,structured_50,359600
8,1171,dense,446600
8,1172,dense,452700
8,1172,structured_50,382400
8,1173,structured_50,354700
8,1173,dense,433400
8,1174,dense,428200
8,1174,structured_50,350300
8,1175,structured_50,368600
8,1175,dense,437000
8,1176,dense,435100
8,1176,structured_50,338900
8,1177,structured_50,344500
8,1177,dense,432500
8,1178,dense,436500
8,1178,structured_50,344800
8,1179,structured_50,336500
8,1179,dense,426900
8,1180,dense,445100
8,1180,structured_50,413300
8,1181,structured_50,379700
8,1181,dense,496300
8,1182,dense,453600
8,1182,structured_50,382900
8,1183,structured_50,348800
8,1183,dense,431500
8,1184,dense,423800
8,1184,structured_50,341400
8,1185,structured_50,357100
8,1185,dense,425700
8,1186,dense,417000
8,1186,structured_50,340300
8,1187,structured_50,337100
8,1187,dense,424600
8,1188,dense,432600
8,1188,structured_50,342500
8,1189,structured_50,336900
8,1189,dense,415700
8,1190,dense,413500
8,1190,structured_50,382100
8,1191,structured_50,370000
8,1191,dense,421300
8,1192,dense,426000
8,1192,structured_50,344400
8,1193,structured_50,360900
8,1193,dense,420800
8,1194,dense,415800
8,1194,structured_50,864700
8,1195,structured_50,580400
8,1195,dense,694400
8,1196,dense,698300
8,1196,structured_50,619700
8,1197,structured_50,776400
8,1197,dense,532100
8,1198,dense,516400
8,1198,structured_50,432700
8,1199,structured_50,433900
8,1199,dense,497900
8,1200,dense,481500
8,1200,structured_50,372900
8,1201,structured_50,401900
8,1201,dense,465800
8,1202,dense,456300
8,1202,structured_50,370600
8,1203,structured_50,367600
8,1203,dense,471300
8,1204,dense,443500
8,1204,structured_50,362900
8,1205,structured_50,533600
8,1205,dense,517200
8,1206,dense,455800
8,1206,structured_50,367600
8,1207,structured_50,372700
8,1207,dense,451100
8,1208,dense,432800
8,1208,structured_50,343700
8,1209,structured_50,333800
8,1209,dense,424000
8,1210,dense,435000
8,1210,structured_50,344300
8,1211,structured_50,345800
8,1211,dense,423000
8,1212,dense,432900
8,1212,structured_50,354200
8,1213,structured_50,338200
8,1213,dense,413900
8,1214,dense,416900
8,1214,structured_50,342300
8,1215,structured_50,361100
8,1215,dense,425400
8,1216,dense,517600
8,1216,structured_50,371400
8,1217,structured_50,339900
8,1217,dense,442600
8,1218,dense,450900
8,1218,structured_50,633500
8,1219,structured_50,444100
8,1219,dense,446100
8,1220,dense,438900
8,1220,structured_50,376100
8,1221,structured_50,352200
8,1221,dense,418200
8,1222,dense,416400
8,1222,structured_50,341300
8,1223,structured_50,339800
8,1223,dense,442200
8,1224,dense,425800
8,1224,structured_50,339900
8,1225,structured_50,334100
8,1225,dense,417100
8,1226,dense,441900
8,1226,structured_50,350200
8,1227,structured_50,339300
8,1227,dense,412400
8,1228,dense,419300
8,1228,structured_50,372200
8,1229,structured_50,349500
8,1229,dense,411300
8,1230,dense,417600
8,1230,structured_50,335200
8,1231,structured_50,359300
8,1231,dense,419600
8,1232,dense,431900
8,1232,structured_50,686100
8,1233,structured_50,404900
8,1233,dense,439700
8,1234,dense,431200
8,1234,structured_50,375600
8,1235,structured_50,345300
8,1235,dense,483300
8,1236,dense,426400
8,1236,structured_50,340400
8,1237,structured_50,367800
8,1237,dense,435800
8,1238,dense,424500
8,1238,structured_50,343000
8,1239,structured_50,335400
8,1239,dense,437300
8,1240,dense,425800
8,1240,structured_50,342000
8,1241,structured_50,335100
8,1241,dense,419000
8,1242,dense,437100
8,1242,structured_50,348400
8,1243,structured_50,338300
8,1243,dense,414400
8,1244,dense,418700
8,1244,structured_50,338200
8,1245,structured_50,365000
8,1245,dense,427800
8,1246,dense,445300
8,1246,structured_50,616400
8,1247,structured_50,379200
8,1247,dense,463400
8,1248,dense,427200
8,1248,structured_50,347300
8,1249,structured_50,339100
8,1249,dense,420700
8,1250,dense,448200
8,1250,structured_50,346000
8,1251,structured_50,338600
8,1251,dense,412800
8,1252,dense,428400
8,1252,structured_50,371500
8,1253,structured_50,341300
8,1253,dense,417800
8,1254,dense,412700
8,1254,structured_50,336100
8,1255,structured_50,354100
8,1255,dense,721900
8,1256,dense,453100
8,1256,structured_50,350200
8,1257,structured_50,370400
8,1257,dense,424900
8,1258,dense,416800
8,1258,structured_50,339200
8,1259,structured_50,564700
8,1259,dense,1082600
8,1260,dense,591700
8,1260,structured_50,379900
8,1261,structured_50,357500
8,1261,dense,425100
8,1262,dense,434200
8,1262,structured_50,363500
8,1263,structured_50,343000
8,1263,dense,421000
8,1264,dense,417900
8,1264,structured_50,341600
8,1265,structured_50,365600
8,1265,dense,426000
8,1266,dense,417700
8,1266,structured_50,341000
8,1267,structured_50,342200
8,1267,dense,489000
8,1268,dense,432400
8,1268,structured_50,339900
8,1269,structured_50,332900
8,1269,dense,421500
8,1270,dense,443100
8,1270,structured_50,353200
8,1271,structured_50,343400
8,1271,dense,568800
8,1272,dense,833200
8,1272,structured_50,397500
8,1273,structured_50,351800
8,1273,dense,427300
8,1274,dense,739300
8,1274,structured_50,383500
8,1275,structured_50,426800
8,1275,dense,496200
8,1276,dense,436000
8,1276,structured_50,353300
8,1277,structured_50,370700
8,1277,dense,441200
8,1278,dense,422100
8,1278,structured_50,346100
8,1279,structured_50,369300
8,1279,dense,440700
8,1280,dense,439000
8,1280,structured_50,344100
8,1281,structured_50,341500
8,1281,dense,439900
8,1282,dense,436100
8,1282,structured_50,356600
8,1283,structured_50,340400
8,1283,dense,418300
8,1284,dense,421000
8,1284,structured_50,472700
8,1285,structured_50,817200
8,1285,dense,490300
8,1286,dense,430900
8,1286,structured_50,348400
8,1287,structured_50,338500
8,1287,dense,447000
8,1288,dense,428300
8,1288,structured_50,353600
8,1289,structured_50,347300
8,1289,dense,419600
8,1290,dense,441900
8,1290,structured_50,364100
8,1291,structured_50,361700
8,1291,dense,423400
8,1292,dense,417300
8,1292,structured_50,387000
8,1293,structured_50,662100
8,1293,dense,500900
8,1294,dense,436100
8,1294,structured_50,359500
8,1295,structured_50,395100
8,1295,dense,450100
8,1296,dense,457900
8,1296,structured_50,380600
8,1297,structured_50,570700
8,1297,dense,830200
8,1298,dense,517800
